no,ranking,bookname,authors,publisher,publication_year,isbn13,addition_symbol,vol,class_no,class_nm,bookImageURL,bookDtlUrl
108,106,완벽한 아이 팔아요,미카엘 에스코피에 글 ;박선주 옮김,길벗스쿨,2017,9788962229806,77860,,863,문학 > 프랑스문학 > 소설,http://image.aladin.co.kr/product/10649/18/cover/8962229803_1.jpg, https://data4library.kr/bookV?seq=3427323
109,109,넉 점 반,윤석중 시;이영경 그림,창비,2004,9788936454050,77810,,811.8,문학 > 한국문학 > 시,http://image.aladin.co.kr/product/44/85/cover/8936454056_1.gif, https://data4library.kr/bookV?seq=366432
110,109,숲 속 재봉사와 털뭉치 괴물 :최향랑 그림책,지은이: 최향랑,창비,2013,9788936454432,77810,,813.7,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/071/423/07142305.jpg?type=m1&udate=20170906, https://data4library.kr/bookV?seq=1923223
111,109,빵빵! 무슨 일이야?,오무라 토모코 글·그림 ;고향옥 옮김,길벗어린이,2016,9788955823516,77830,,833.6,문학 > 일본문학 > 소설,http://image.aladin.co.kr/product/8453/99/cover/8955823517_1.jpg, https://data4library.kr/bookV?seq=3158853
112,109,나의 작은 칼더 :모빌의 창시자 알렉산더 칼더의 작품 스태빌 이야기,"콜롱브 슈네크,이정주 옮김",톡,2015,9788961556408,77620,,998.6,역사 > 전기 > 주제별전기,https://bookthumb-phinf.pstatic.net/cover/094/124/09412411.jpg?type=m1&udate=20180621, https://data4library.kr/bookV?seq=2668188
113,109,놀자!,박정섭 글·그림,책읽는곰,2012,9788993242621,77810,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/1604/91/cover/8993242623_1.jpg, https://data4library.kr/bookV?seq=2429792
114,114,당근 유치원,지은이: 안녕달,창비,2020,9788936455484,77810,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/24011/82/cover/8936455486_1.jpg, https://data4library.kr/bookV?seq=5666934
115,114,이건 내 모자가 아니야,존 클라센,시공주니어,2018,9788952786364,,231,,,https://bookthumb-phinf.pstatic.net/cover/135/404/13540456.jpg?type=m1&udate=20180718, https://data4library.kr/bookV?seq=3743263
116,114,난 핑계쟁이가 아니야,리처드 토레이 지음 ;김희성 옮김,능률교육,2015,9791125306924,74840,,190,"철학 > 윤리학, 도덕철학 > 윤리학, 도덕철학",https://bookthumb-phinf.pstatic.net/cover/089/168/08916868.jpg?type=m1&udate=20160218, https://data4library.kr/bookV?seq=2856285
117,117,참새의 빨간 양말,조지 셀던 글 ;허미경 옮김,비룡소,2014,9788949112534,74800,154,843,문학 > 영미문학 > 소설,http://image.aladin.co.kr/product/4211/18/cover/8949112531_1.jpg, https://data4library.kr/bookV?seq=2613225
118,117,구두 전쟁,한지원 글·그림,한림출판사,2016,9788970949512,77810,,813.7,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/111/239/11123966.jpg?type=m1&udate=20170615, https://data4library.kr/bookV?seq=3352432
119,119,멋쟁이 낸시의 눈 오는 날,제인 오코너 글 ;김영선 옮김,국민서관,2013,9788911031078,77840,153,843,문학 > 영미문학 > 소설,http://image.aladin.co.kr/product/3357/2/cover/8911031070_1.jpg, https://data4library.kr/bookV?seq=1990834
120,119,밤똥,이경주 글 ;이윤우 그림,문학과지성사,2016,9788932028552,77810,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/8079/45/cover/k302434941_1.jpg, https://data4library.kr/bookV?seq=3139199
121,119,기찬 딸,김진완 글 ;김효은 그림,시공사,2011,9788952760685,77810,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/1152/39/cover/8952760689_3.jpg, https://data4library.kr/bookV?seq=2482518
122,119,비밀이야,지음: 박현주,이야기꽃,2016,9788998751180,77810,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/9817/3/cover/8998751186_1.jpg, https://data4library.kr/bookV?seq=3402137
123,119,외톨이 꼼,이노루 글·그림,책읽는곰,2015,9791185564272,77810,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/5447/56/cover/6000819631_1.jpg, https://data4library.kr/bookV?seq=2645805
124,124,콧구멍을 후비면,글·그림: 사이토 타카코;옮김: 안미연,애플비,2006,9788957913796,73370,,833.6,문학 > 일본문학 > 소설,http://image.aladin.co.kr/product/63/58/cover/8957913793_2.jpg, https://data4library.kr/bookV?seq=961753
125,124,치킨 마스크 :그래도 난 내가 좋아!,우쓰기 미호 지음 ;장지현 옮김,책읽는곰,2008,9788996017059,77830,,833.6,문학 > 일본문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/044/474/04447491.jpg?type=m1&udate=20150715, https://data4library.kr/bookV?seq=2380608
126,124,개똥이 우주선,글·그림: 조영아,지학사,2015,9791185786322,73810,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/5450/86/cover/6000819974_1.jpg, https://data4library.kr/bookV?seq=2648333
127,127,"엄마, 유치원에 또 갈래요!",줄리엣 불라르 글·그림 ;예빈 옮김,김영사,2014,9788934966494,77860,,863,문학 > 프랑스문학 > 소설,http://image.aladin.co.kr/product/3755/80/cover/8934966491_2.jpg, https://data4library.kr/bookV?seq=2019695
128,127,덩쿵따 소리씨앗,이유정 글·그림,느림보,2013,9788958761723,77810,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/3324/67/cover/8958761725_1.jpg, https://data4library.kr/bookV?seq=2430434
129,127,꽃에서 나온 코끼리,황K,책읽는곰,2016,9791158360337,77810,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/9866/62/cover/k332535454_2.jpg, https://data4library.kr/bookV?seq=3400756
130,130,샘과 데이브가 땅을 팠어요,맥 바넷 글 ;서남희 옮김,시공사,2014,9788952780331,77840,,843,문학 > 영미문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/079/866/07986607.jpg?type=m1&udate=20180602, https://data4library.kr/bookV?seq=2353786
131,130,곰은 겨울에 똥을 안 싼대,맥스웰 이튼 3세 지음 ;노은정 옮김,위즈덤하우스 미디어그룹,2018,9788962479898,74490,,499,자연과학 > 동물학 > 포유류,https://image.aladin.co.kr/product/17582/5/cover/8962479893_1.jpg, https://data4library.kr/bookV?seq=5329997
132,130,화가 난 수박 씨앗,글·그린이: 사토 와키코 ;옮긴이: 박숙경,한림출판사,2010,9788970945514,77830,,833.6,문학 > 일본문학 > 소설,http://image.aladin.co.kr/product/296/18/cover/8970945512_2.jpg, https://data4library.kr/bookV?seq=1119280
133,133,안아줘,글·그림: 제즈 앨버로우,웅진닷컴,2000,9788901029153,74840,,843,문학 > 영미문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/001/832/00183283.jpg?type=m1&udate=20170808, https://data4library.kr/bookV?seq=2374010
134,133,"아빠, 더 읽어 주세요 (네버랜드 세계의 걸작 그림책)",데이비드 에즈라 스테인,시공주니어,2017,9788952783400,,214,,,https://bookthumb-phinf.pstatic.net/cover/119/497/11949712.jpg?type=m1&udate=20180330, https://data4library.kr/bookV?seq=3540510
135,135,딸기나라 딸기우유,이필원 글·그림,시공사,2005,9788952743626,77810,5,813.6,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/57/75/cover/8952743628_2.jpg, https://data4library.kr/bookV?seq=883159
136,135,칫솔맨 도와줘요!,정희재 글 ;김향수 빛그림,책읽는곰,2010,9788993242225,77810,,375.1,사회과학 > 교육학 > 유아 및 초등교육,https://bookthumb-phinf.pstatic.net/cover/062/416/06241624.jpg?type=m1&udate=20130715, https://data4library.kr/bookV?seq=2371768
137,135,아빠가 용을 사 왔어요,글: 마거릿 마이 ;옮김: 황재연,현북스,2012,9788997175383,77840,,843,문학 > 영미문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/071/022/07102202.jpg?type=m1&udate=20180720, https://data4library.kr/bookV?seq=2375819
138,135,나의 아버지,지은이: 강경수,그림책공작소,2016,9791186825044,77810,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/8230/68/cover/k602434952_1.jpg, https://data4library.kr/bookV?seq=3152185
139,139,100원이 작다고? :돈의 가치를 배우는 경제 이야기,강민경 글 ;서현 그림,창비,2010,9788936446086,73320,,327,사회과학 > 경제학 > 금융,http://image.aladin.co.kr/product/765/78/cover/8936446088_1.jpg, https://data4library.kr/bookV?seq=1106041
140,139,릴리의 멋진 날,케빈 헹크스 글·그림 ;이경혜 옮김,비룡소,2008,9788949111957,77840,197,843,문학 > 영미문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/045/460/04546060.jpg?type=m1&udate=20130319, https://data4library.kr/bookV?seq=2375199
141,139,책청소부 소소,노인경 글·그림,문학동네,2010,9788954613521,73810,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/838/50/cover/8954613527_1.jpg, https://data4library.kr/bookV?seq=1134790
142,139,엄마는 회사에서 내 생각 해?,김영진 글·그림,길벗어린이,2014,9788955823066,77810,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/4883/74/cover/8955823061_1.jpg, https://data4library.kr/bookV?seq=2430942
143,139,문제가 생겼어요!,이보나 흐미엘레프스카 글·그림 ;이지원 옮김,논장,2010,9788984141285,77890,,892.95,문학 > 기타 제문학 > 인도-유럽계문학,http://image.aladin.co.kr/product/783/54/cover/8984141283_1.jpg, https://data4library.kr/bookV?seq=1105960
144,139,생태 통로 :인간이 만든 동물의 길,김황 글 ;안은진 그림,논장,2015,9788984142411,77400,,539,"기술과학 > 공학, 공업일반 > 위생, 도시, 환경공학",http://image.aladin.co.kr/product/6676/91/cover/8984142417_1.jpg, https://data4library.kr/bookV?seq=2657482
145,139,거위를 사랑한 고양이,레나 헤세 글·그림 ;김현좌 옮김,봄봄출판사,2011,9788991742314,77850,,853,문학 > 독일문학 > 소설,http://image.aladin.co.kr/product/1295/40/cover/8991742319_1.jpg, https://data4library.kr/bookV?seq=1193126
146,139,나무 위에 올라가는 아주 별난 꼬마 얼룩소,글·그림: 제마 메리노 ;옮김: 노은정,이퍼블릭,2015,9791155095553,77840,,843,문학 > 영미문학 > 소설,http://image.aladin.co.kr/product/6083/36/cover/6000856819_1.jpg, https://data4library.kr/bookV?seq=2646701
147,147,사랑스러운 까마귀,베아트리스 퐁따넬 글 ;고승희 옮김,국민서관,2010,9788911029310,77860,119,863,문학 > 프랑스문학 > 소설,http://image.aladin.co.kr/product/827/62/cover/8911029319_1.jpg, https://data4library.kr/bookV?seq=1126632
148,147,둥그렁 뎅 둥그렁 뎅 :전래동요,김종도 그림,창비,2008,9788936454265,77810,,811.8,문학 > 한국문학 > 시,http://image.aladin.co.kr/product/258/0/cover/8936454269_1.jpg, https://data4library.kr/bookV?seq=2244800
149,147,키이의 가출,다네무라 유키코 글·그림 ;강방화 옮김,한림출판사,2014,9788970947266,77830,,833.6,문학 > 일본문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/081/007/08100725.jpg?type=m1&udate=20150716, https://data4library.kr/bookV?seq=2367641
150,147,방귀대장 조 :세상을 울고 웃긴 조셉의 진짜 이야기,"케슬린 크럴,김난령 옮김",다산기획,2016,9788979381061,77840,,843,문학 > 영미문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/112/537/11253741.jpg?type=m1&udate=20161117, https://data4library.kr/bookV?seq=3386008
151,147,두근두근,이석구 글·그림,고래이야기,2015,9788991941519,77810,,813.7,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/095/302/09530236.jpg?type=m1&udate=20170907, https://data4library.kr/bookV?seq=2669203
152,152,모기는 왜 귓가에서 앵앵거릴까?,버나 알디마 씀;김서정 옮김,보림출판사,2003,9788943305215,77840,,843,문학 > 영미문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/001/672/00167232.jpg?type=m1&udate=20150723, https://data4library.kr/bookV?seq=2373932
153,152,꼬부랑 꼬부랑 할머니,김기택 글 ;염혜원 그림,비룡소,2008,9788949101590,77810,34,813.6,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/300/66/cover/8949101599_1.jpg, https://data4library.kr/bookV?seq=2277309
154,152,배고픈 개미 100마리가 발발발,엘리노어 핀체스 글;신형건 옮김,보물창고,2006,9788990794345,77840,,843,문학 > 영미문학 > 소설,http://image.aladin.co.kr/product/65/59/cover/899079434x_2.jpg, https://data4library.kr/bookV?seq=952089
155,152,구름빵,백희나 (지은이),한솔수북,2004,9791170283836,,,813.8,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/23403/9/cover/k962637315_1.jpg, https://data4library.kr/bookV?seq=5639556
156,156,화가 나서 그랬어!,레베카 패터슨 지음 ;김경연 옮김,현암사,2016,9788932374116,77840,,843,문학 > 영미문학 > 소설,http://image.aladin.co.kr/product/8073/88/cover/8932374112_1.jpg, https://data4library.kr/bookV?seq=3145213
157,156,내 친구 커트니,존 버닝햄 글·그림 ;고승희 옮김,비룡소,2006,9788949110257,77840,29,843,문학 > 영미문학 > 소설,http://image.aladin.co.kr/product/3/2/cover/8949110253_2.jpg, https://data4library.kr/bookV?seq=329736
158,156,나는 용감한 잭 임금님,헬린 옥슨버리 그림 ;노은정 옮김,시공사,2011,9788952760739,77840,212,843,문학 > 영미문학 > 소설,http://image.aladin.co.kr/product/1245/3/cover/8952760735_1.jpg, https://data4library.kr/bookV?seq=1189627
159,156,(새로운 세상을 찾아 떠나는) 펭귄 이야기,앙트아네트 포티스 글·그림 ;허지연 옮김,베틀북,2011,9788984886704,77840,,843,문학 > 영미문학 > 소설,http://image.aladin.co.kr/product/864/85/cover/898488670x_1.jpg, https://data4library.kr/bookV?seq=1165560
160,156,동생을 드립니다,하마다 게이코 글·그림 ;김윤정 옮김,키다리,2015,9791157850488,77830,,833.6,문학 > 일본문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/094/877/09487707.jpg?type=m1&udate=20170907, https://data4library.kr/bookV?seq=2397065
161,161,"부끄럼쟁이 아냐, 생각쟁이야!",글: 김민화 ;그림: 손지희,웅진씽크빅,2014,9788901162362,77370,,375.1,사회과학 > 교육학 > 유아 및 초등교육,http://image.aladin.co.kr/product/4090/10/cover/8901162369_1.jpg, https://data4library.kr/bookV?seq=2605669
162,161,아무도 지나가지 마!,이자벨 미뇨스 마르틴스 글 ;민찬기 옮김,그림책공작소,2016,9791186825037,77870,,879,문학 > 스페인문학 > 포르투갈문학,http://image.aladin.co.kr/product/8048/38/cover/k432434848_1.jpg, https://data4library.kr/bookV?seq=3138610
163,163,(호랑이 배에서) 덩 딱기 덩 딱!,신동흔 기획 ;구소리 그림,한솔교육,2012,9788953586475,74810,,813.5,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/1864/32/cover/895358647x_2.jpg, https://data4library.kr/bookV?seq=2430303
164,163,개구쟁이 해리 :바다 괴물이 되었어요,G. 자이언 글 ;임정재 옮김,이퍼블릭,2011,9788964805084,77840,,843,문학 > 영미문학 > 소설,http://image.aladin.co.kr/product/1207/14/cover/8964805089_1.jpg, https://data4library.kr/bookV?seq=2596876
165,163,도시에 사는 우리 할머니,로렌 카스티요 글·그림 ;이상희 옮김,재능교육,2015,9788974997755,77840,,843,문학 > 영미문학 > 소설,http://image.aladin.co.kr/product/6231/70/cover/8974997754_2.jpg, https://data4library.kr/bookV?seq=2647197
166,163,봄이다!,줄리 폴리아노 글 ;이예원 옮김,별천지,2012,9788994041506,77840,,843,문학 > 영미문학 > 소설,http://image.aladin.co.kr/product/1641/8/cover/8994041508_1.jpg, https://data4library.kr/bookV?seq=1841925
167,163,돌이 척척 개구리 킁킁,글: 김정은 ;빛그림: 오진목,한솔수북,2015,9791170280187,73810,,813.5,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/7148/23/cover/k372434094_1.jpg, https://data4library.kr/bookV?seq=3110216
168,168,우리 몸속에 뭐가 들어 있다고?,김영명 글 ;김유대 그림,사계절출판사,2011,9788958285243,77810,,511,기술과학 > 의학 > 기초의학,http://image.aladin.co.kr/product/848/17/cover/8958285249_1.jpg, https://data4library.kr/bookV?seq=1136124
169,168,고슴도치의 알,다카하시 노조미 글·그림 ;이순영 옮김,북극곰,2013,9788997728367,77830,,833.6,문학 > 일본문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/071/826/07182624.jpg?type=m1&udate=20171017, https://data4library.kr/bookV?seq=1937390
170,170,오소리의 이별 선물,수잔 발리 글·그림 ;신형건 옮김,푸른책들,2009,9788961700757,77840,,843,문학 > 영미문학 > 소설,http://image.aladin.co.kr/product/322/38/cover/8961700758_1.jpg, https://data4library.kr/bookV?seq=2277245
171,170,병아리,소야 키요시 글 ;김난주 옮김,한림출판사,2013,9788970946658,77830,,833.6,문학 > 일본문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/071/774/07177477.jpg?type=m1&udate=20170513, https://data4library.kr/bookV?seq=1920988
172,170,슈만의 특별한 구두,존 데이날리스 글 ;백원영 옮김,여유당출판사,2010,9788992351201,77890,,808.3,"문학 > 문학 > 전집, 총서",http://image.aladin.co.kr/product/814/18/cover/8992351208_1.jpg, https://data4library.kr/bookV?seq=1121512
173,170,나는 누굴까?,쿄 매클리어 글 ;정지혜 옮김,능률교육,2015,9791125307792,74840,,190,"철학 > 윤리학, 도덕철학 > 윤리학, 도덕철학",https://bookthumb-phinf.pstatic.net/cover/091/387/09138723.jpg?type=m1&udate=20160218, https://data4library.kr/bookV?seq=2669130
